"date","fips","state","cases","deaths","State.of.emergency","Date.closed.K.12.schools","Closed.day.cares","Date.banned.visitors.to.nursing.homes","Stay.at.home..shelter.in.place","End.relax.stay.at.home.shelter.in.place","Closed.non.essential.businesses","Reopen.businesses","Religious.Gatherings.Exempt.Without.Clear.Social.Distance.Mandate.","Mandate.face.mask.use.by.all.individuals.in.public.spaces","Mandate.face.mask.use.by.employees.in.essential.businesses","Alcohol.Liquor.Stores.Open","Keep.Firearms.Sellers.Open","Closed.restaurants.except.take.out","Reopen.restaurants","Closed.gyms","Repened.gyms","Closed.movie.theaters","Reopened.movie.theaters","Stop.Initiation.of.Evictions.overall.or.due.to.COVID.related.issues","Stop.enforcement.of.evictions.overall.or.due.to.COVID.related.issues","Renter.grace.period.or.use.of.security.deposit.to.pay.rent","Order.freezing.utility.shut.offs","Froze.mortgage.payments","Modify.Medicaid.requirements.with.1135.waivers..date.of.CMS.approval.","Reopened.ACA.enrollment.using.a.special.enrollment.period","Suspended.elective.medical.dental.procedures","Resumed.elective.medical.procedures","Waived.one.week.waiting.period.for.unemployment.insurance","Waive.work.search.requirement.for.unemployment.insurance","Expand.eligibility.of.unemployment.insurance.to.anyonewho.is.quarantined.and.or.taking.care.of.someone.who.is.quarantined","Expand.eligibility.of.unemployment.insurance.to.those.who.have.lost.childcare.school.closures","Extend.the.amount.of.time.an.individual.can.be.on.unemployment.insurance","Paid.sick.leave","Population.density.per.square.miles","Population.2018","Square.Miles","Number.Homeless..2019.","Percent.Unemployed..2018.","Percent.living.under.the.federal.poverty.line..2018.","Percent.at.risk.for.serious.illness.due.to.COVID","All.cause.deaths.2016","positive","negative","pending","hospitalizedCurrently","hospitalizedCumulative","inIcuCurrently","inIcuCumulative","onVentilatorCurrently","onVentilatorCumulative","recovered.ctp","hash","dateChecked","deaths.ctp","hospitalized","total","totalTestResults","posNeg","deathIncrease","hospitalizedIncrease","negativeIncrease","positiveIncrease","totalTestResultsIncrease","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","percentchangehours","percentchangebusinesses","ST","cases.nyt","deaths.nyt"
2020-04-28,54,"West Virginia",1095,38,2020-03-16,2020-03-16,2020-03-26,NA,2020-03-24,NA,2020-03-24,NA,"1",NA,NA,1,1,2020-03-18,NA,2020-03-19,NA,2020-03-24,NA,NA,NA,NA,NA,NA,2020-03-30,"0",2020-04-01,2020-04-20,2020-03-19,1,1,0,0,"0",74.53,1805832,24230,"1,397","5.8","17.8","49.3","22,732",1079,41976,NA,87,NA,28,NA,15,NA,481,"21300b5e4346c96580507d3940949ddec956f8de","2020-04-28T20:00:00Z",37,NA,43055,43055,43055,1,0,0,16,16,NA,NA,NA,NA,NA,NA,-53,-48,"WV",1095,38
2020-04-28,55,"Wisconsin",6289,300,2020-03-12,2020-03-19,NA,NA,2020-03-25,NA,2020-03-25,NA,"0",NA,NA,1,1,2020-03-17,NA,2020-03-25,NA,2020-03-25,NA,2020-03-27,2020-03-27,NA,2020-03-22,NA,2020-04-20,"0",NA,NA,NA,1,1,1,0,"0",88.76,5813568,65496,"4,538","3.2","11","36.5","51,815",6289,63535,193,544,1456,123,363,NA,NA,NA,"9ea3d1cd925c35584f5676cb65cfa6ac5e72aed9","2020-04-28T20:00:00Z",300,1456,70017,69824,69824,19,41,2224,208,2432,NA,NA,NA,NA,NA,NA,-36,-35,"WI",6289,300
2020-04-28,56,"Wyoming",536,7,2020-03-13,2020-03-19,2020-03-19,NA,NA,NA,NA,2020-04-28,"0",NA,2020-05-01,1,1,2020-03-19,NA,2020-03-19,2020-04-28,2020-03-19,NA,NA,NA,NA,NA,NA,2020-03-27,"0",NA,NA,2020-01-01,1,0,0,0,"0",5.91,577737,97813,"548","3.9","11.1","36.4","4,722",389,8226,NA,16,56,NA,NA,NA,NA,343,"40b0c5dd4f57eb95ec54b7b9c164d0d0f5bff470","2020-04-28T20:00:00Z",7,56,8615,8615,8615,0,2,429,19,448,NA,NA,NA,NA,NA,NA,-35,-28,"WY",396,7
2020-04-28,6,"California",46164,1864,2020-03-04,NA,NA,NA,2020-03-19,NA,2020-03-19,NA,"0",NA,NA,1,0,2020-03-19,NA,2020-03-19,NA,2020-03-19,NA,2020-03-27,NA,NA,2020-04-02,NA,2020-03-23,"3/20/2020",2020-03-19,2020-04-22,2020-03-12,1,1,0,0,"1",241.65,39557045,163695,"151,278","5.5","12.8","33.3","262,240",45031,532577,NA,4983,NA,1485,NA,NA,NA,NA,"84adeda0e1c36c6532c7897963d499d2b201743e","2020-04-28T20:00:00Z",1809,NA,577608,577608,577608,54,0,22632,1567,24199,NA,NA,NA,NA,NA,NA,-55,-46,"CA",46570,1884
2020-04-28,66,"Guam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,1538,NA,3,NA,NA,NA,NA,NA,129,"bd39a1aae2b85180c8d3bc461b5b9f8b94f917f2","2020-04-28T20:00:00Z",5,NA,1683,1683,1683,0,0,114,1,115,NA,NA,NA,NA,NA,NA,NA,NA,"GU",1001,6
2020-04-28,72,"Puerto Rico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78,-66,"PR",1400,54
2020-04-28,72,"Puerto Rico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400,9313,1940,NA,NA,NA,NA,NA,NA,NA,"d6ee498eab880735051c992e2842a4a409a472e7","2020-04-28T20:00:00Z",86,NA,12653,10713,10713,2,0,0,11,11,NA,NA,NA,NA,NA,NA,NA,NA,"PR",1400,54
2020-04-28,78,"Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,719,57,NA,NA,NA,NA,NA,NA,51,"532a1423de7258c1fa4c408f648309fe73083029","2020-04-28T20:00:00Z",4,NA,835,778,778,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,"VI",59,4
2020-04-28,8,"Colorado",14316,736,2020-03-11,2020-03-23,NA,2020-03-12,2020-03-26,2020-04-27,2020-03-26,2020-05-01,"1",NA,2020-04-23,1,1,2020-03-17,NA,2020-03-17,NA,2020-03-17,NA,NA,NA,NA,2020-03-20,NA,2020-03-26,"3/20/2020",2020-03-23,2020-04-27,2020-03-20,0,0,0,0,"0",54.72,5695564,104094,"9,619","3.9","9.6","31.3","37,530",13879,52462,NA,994,2485,NA,NA,NA,NA,2275,"eb384d5da0dc450b12617ac863390a31a5ff2bb5","2020-04-28T20:00:00Z",706,2485,66341,66341,66341,26,47,2629,438,3067,NA,NA,NA,NA,NA,NA,-44,-38,"CO",14239,734
2020-04-28,9,"Connecticut",26312,2087,2020-03-10,2020-03-17,NA,2020-03-09,NA,NA,2020-03-23,NA,"0",2020-04-20,2020-04-03,1,1,2020-03-16,NA,2020-03-16,NA,2020-03-16,NA,2020-04-10,2020-03-20,2020-04-10,2020-03-12,NA,2020-03-27,"3/19/2020",NA,NA,2020-01-01,1,0,1,0,"1",644.54,3572665,5543,"3,033","5.5","10.4","36","30,543",26312,66433,NA,1732,NA,NA,NA,NA,NA,NA,"a492bcfb6e7700ed40493b8a4f5bdd1e5c37d867","2020-04-28T20:00:00Z",2089,NA,92745,92745,92745,91,0,11891,1043,12934,NA,NA,NA,NA,NA,NA,-60,-48,"CT",26312,2089
2020-04-29,1,"Alabama",6912,256,2020-03-13,2020-03-18,2020-03-20,2020-03-19,2020-04-04,2020-04-30,2020-03-28,2020-04-30,"0",NA,NA,1,1,2020-03-19,NA,2020-03-28,NA,2020-03-28,NA,NA,2020-04-03,NA,NA,NA,2020-03-23,"0",2020-03-19,2020-04-30,2020-03-16,1,1,0,0,"0",93.24,4887871,52420,"3,261","5.6","16.8","43.1","52,466",6842,73607,NA,NA,945,NA,335,NA,195,NA,"64ed895334be8e81ee542c66073a35a9e476e673","2020-04-29T20:00:00Z",245,945,80449,80449,80449,3,34,4467,155,4622,NA,NA,NA,NA,NA,NA,-43,-38,"AL",6925,262
2020-04-29,10,"Delaware",4655,144,2020-03-13,2020-03-16,2020-04-06,NA,2020-03-24,NA,2020-03-24,NA,"1",NA,NA,1,1,2020-03-16,NA,2020-03-19,NA,2020-03-19,NA,2020-03-24,2020-03-24,NA,2020-03-24,NA,2020-03-27,"0",NA,NA,NA,1,1,1,1,"0",388.58,967171,2489,"921","5.7","12.5","41.3","8,874",4655,16883,NA,326,NA,NA,NA,NA,NA,1173,"71a61b163d4fc46b2cf2f9c1ac71bd4fc2029fb6","2020-04-29T20:00:00Z",144,NA,21538,21538,21538,7,0,278,80,358,NA,NA,NA,NA,NA,NA,-52,-47,"DE",4655,144
2020-04-29,11,"District of Columbia",4106,205,2020-03-11,2020-03-16,NA,NA,2020-04-01,NA,2020-03-25,NA,"0",2020-04-15,2020-04-15,1,0,2020-03-16,NA,2020-03-17,NA,2020-03-17,NA,NA,2020-03-15,NA,2020-03-17,NA,2020-04-03,"4/6/2020",NA,NA,NA,1,1,0,0,"1",11496.81,702455,61.1,"6521","7.5","16.2","31.8","5,037",4106,15123,NA,NA,NA,NA,NA,NA,NA,660,"a5fa10a8dc16efd847789917521fe595b5c12bfb","2020-04-29T20:00:00Z",205,NA,19229,19229,19229,15,0,232,112,344,NA,NA,NA,NA,NA,NA,-73,-61,"DC",4106,205
2020-04-29,12,"Florida",33193,1218,2020-03-09,2020-03-17,NA,2020-03-15,2020-04-03,NA,NA,NA,"1",NA,NA,1,1,2020-03-20,NA,2020-03-20,NA,2020-03-20,NA,2020-04-02,2020-04-02,NA,NA,NA,2020-03-16,"0",2020-03-20,NA,2020-03-31,1,1,0,0,"0",323.9,21299325,65758,"28,328","5.2","13.6","42.1","197,313",33193,340295,1252,NA,5624,NA,NA,NA,NA,NA,"a0d7c24faa8a1538b8ebeb89fec735a7ef2dfc64","2020-04-29T20:00:00Z",1240,5624,374740,373488,373488,86,358,6266,347,6613,NA,NA,NA,NA,NA,NA,-53,-44,"FL",33185,1216
2020-04-29,13,"Georgia",25775,1101,2020-03-14,2020-03-18,NA,2020-04-03,2020-04-03,2020-05-01,NA,2020-05-01,"0",NA,NA,1,1,2020-04-03,2020-04-27,2020-04-03,2020-04-24,2020-04-03,2020-04-27,NA,NA,NA,NA,NA,2020-04-01,"0",NA,2020-04-20,2020-01-01,1,1,1,1,"0",177.02,10519475,59425,"10,443","4.8","14.3","36.2","81,428",25572,118367,NA,NA,5056,NA,1148,NA,NA,NA,"c313bc699983c8aec7349a38f2f4417f73f3673d","2020-04-29T20:00:00Z",1093,5056,143939,143939,143939,67,242,2962,957,3919,NA,NA,NA,NA,NA,NA,-44,-38,"GA",24300,1086
2020-04-29,15,"Hawaii",613,16,2020-03-04,2020-03-16,NA,2020-03-17,2020-03-25,NA,2020-03-25,NA,"0",2020-04-16,2020-04-16,1,1,2020-03-17,NA,NA,NA,2020-03-17,NA,2020-04-16,2020-03-17,NA,NA,NA,2020-03-26,"0",2020-04-16,NA,2020-03-16,1,0,1,0,"0",129.94,1420491,10932,"6,412","3.8","8.8","39.1","10,913",609,29009,NA,NA,69,NA,NA,NA,NA,505,"208da1bd9762347d0c3f6c0aa21889fe726aab8d","2020-04-29T20:00:00Z",16,69,29618,29618,29618,0,1,433,2,435,NA,NA,NA,NA,NA,NA,-69,-56,"HI",605,16
2020-04-29,16,"Idaho",1952,60,2020-03-13,2020-03-23,NA,NA,2020-03-25,2020-05-01,2020-03-25,2020-05-01,"0",NA,NA,1,1,2020-03-25,NA,2020-03-25,NA,2020-03-25,NA,NA,NA,NA,NA,NA,2020-03-26,"0",NA,NA,2020-03-27,1,1,0,0,"0",20.99,1754208,83569,"2,315","4","11.8","36.2","13,366",1952,26430,NA,NA,173,NA,73,NA,NA,1087,"0679caa1be76cd7edbe27c8eef1127e26df8fcb7","2020-04-29T20:00:00Z",60,173,28382,28382,28382,2,1,8295,35,8330,NA,NA,NA,NA,NA,NA,-27,-28,"ID",1831,60
2020-04-29,17,"Illinois",50358,2215,2020-03-09,2020-03-17,2020-03-23,NA,2020-03-21,NA,2020-03-21,NA,"0",2020-05-01,2020-05-01,1,1,2020-03-16,NA,2020-03-21,NA,2020-03-21,NA,NA,2020-03-21,NA,2020-03-18,NA,2020-03-23,"0",NA,2020-05-11,2020-03-16,1,1,1,0,"0",220,12741080,57914,"10,199","5.5","12.1","36.2","107,020",50355,206312,NA,5036,NA,1290,NA,777,NA,NA,"19b3fbdd86f509800b6a5951b89e643ebff24854","2020-04-29T20:00:00Z",2215,NA,256667,256667,256667,90,0,12225,2253,14478,NA,NA,NA,NA,NA,NA,-59,-47,"IL",50355,2221
2020-04-29,18,"Indiana",17182,964,2020-03-06,2020-03-19,NA,NA,2020-03-25,NA,2020-03-25,NA,"0",NA,NA,1,1,2020-03-16,NA,2020-03-24,NA,2020-03-25,NA,2020-03-19,NA,NA,2020-03-19,NA,2020-03-25,"0",2020-03-16,2020-04-27,2020-03-26,1,1,1,0,"0",183.74,6691878,36420,"5,471","4.4","13.1","39.9","63,473",17182,74368,NA,1484,NA,570,NA,262,NA,NA,"76357cce832faa77be9318a8e3e3edd25a44877a","2020-04-29T20:00:00Z",1065,NA,91550,91550,91550,164,0,3775,594,4369,NA,NA,NA,NA,NA,NA,-50,-39,"IN",17168,964
2020-04-29,19,"Iowa",6843,148,2020-03-09,2020-04-02,NA,NA,NA,NA,2020-03-26,NA,"0",NA,NA,1,1,2020-03-17,NA,2020-03-17,NA,2020-03-17,NA,2020-03-19,2020-03-19,NA,2020-03-27,NA,2020-03-25,"0",2020-03-27,2020-04-27,2020-01-01,1,1,1,0,"0",56.09,3156145,56273,"2,315","3.6","11.2","36.9","29,538",6843,34494,NA,323,NA,100,NA,74,NA,2428,"2517bd4cb1c4aaef3f6965da50b8a99d8c722e0d","2020-04-29T20:00:00Z",148,NA,41337,41337,41337,12,0,1047,467,1514,NA,NA,NA,NA,NA,NA,-41,-41,"IA",6843,148
2020-04-29,2,"Alaska",355,9,2020-03-11,2020-03-16,NA,NA,2020-03-28,NA,2020-03-28,2020-04-24,"0",NA,NA,1,1,2020-03-18,2020-04-24,2020-03-18,NA,2020-03-18,NA,2020-03-23,NA,NA,2020-04-09,NA,2020-04-02,"0",2020-03-19,2020-04-20,2020-03-26,1,1,1,0,"0",1.11,737438,665384,"1,907","6.8","10.9","32.8","4,494",355,18764,NA,14,NA,NA,NA,NA,NA,240,"1f164fdcaff1515f7d932661d55c2befc47d1d56","2020-04-29T20:00:00Z",9,NA,19119,19119,19119,0,0,2026,4,2030,NA,NA,NA,NA,NA,NA,-35,-24,"AK",353,7
2020-04-29,20,"Kansas",3839,134,2020-03-12,2020-03-17,NA,NA,2020-03-30,NA,NA,NA,"1",NA,NA,1,1,NA,NA,NA,NA,NA,NA,2020-03-23,NA,NA,2020-03-16,NA,2020-03-24,"0",NA,NA,2020-03-31,1,0,0,1,"0",35.39,2911505,82278,"2,381","3.8","12","38","26,245",3738,25720,NA,NA,515,NA,198,NA,88,266,"f64accacc2e61381c5ff27021e4ad79d8f764a02","2020-04-29T20:00:00Z",125,515,29458,29458,29458,1,11,1121,247,1368,NA,NA,NA,NA,NA,NA,-34,-33,"KS",3799,132
2020-04-29,21,"Kentucky",4537,234,2020-03-06,2020-03-16,2020-03-23,NA,NA,NA,2020-03-26,NA,"0",NA,NA,1,1,2020-03-16,NA,2020-03-18,NA,2020-03-18,NA,2020-04-01,2020-03-25,NA,2020-03-16,NA,2020-03-25,"0",2020-03-18,2020-05-06,2020-03-16,1,1,0,0,"0",110.58,4468402,40408,"4,079","5.2","16.9","43.6","47,827",4375,48036,NA,320,1331,170,625,NA,NA,1617,"ed9f7597d1bc9b6469a485fcd44cbfcf3a12f948","2020-04-29T20:00:00Z",225,1331,52411,52411,52411,12,50,3383,229,3612,NA,NA,NA,NA,NA,NA,-53,-46,"KY",4538,235
2020-04-29,22,"Louisiana",27660,1845,2020-03-11,2020-03-13,NA,2020-03-12,2020-03-23,NA,2020-03-23,NA,"0",NA,NA,1,1,2020-03-17,NA,2020-03-17,NA,2020-03-17,NA,NA,NA,NA,2020-03-13,NA,2020-03-23,"0",2020-03-18,2020-04-27,2020-03-13,1,1,1,0,"0",88.97,4659978,52378,"2,941","6.4","18.6","42.1","44,306",27660,128908,NA,1629,NA,NA,NA,244,NA,17303,"e4c13c24840f30315ee857c5b45525493c44e2d7","2020-04-29T20:00:00Z",1845,NA,156568,156568,156568,44,0,5086,374,5460,NA,NA,NA,NA,NA,NA,-53,-44,"LA",27660,1802
2020-04-29,23,"Maine",1056,52,2020-03-15,2020-04-02,NA,NA,2020-04-01,NA,2020-03-25,NA,"0",2020-05-01,2020-05-01,1,1,2020-03-18,NA,2020-03-25,NA,2020-03-25,NA,NA,2020-04-16,NA,2020-03-16,NA,2020-04-07,"0",NA,2020-05-01,2020-03-18,1,1,0,0,"0",37.83,1338404,35380,"2,106","3.5","11.6","42.5","14,182",1056,19546,NA,32,166,17,NA,7,NA,615,"6009a4993f755bd9b84bceb6cc7cd1af26f6eba3","2020-04-29T20:00:00Z",52,166,20602,20602,20602,1,3,2762,16,2778,NA,NA,NA,NA,NA,NA,-45,-42,"ME",1056,52
2020-04-29,24,"Maryland",20849,1078,2020-03-05,2020-03-16,2020-03-30,2020-04-05,2020-03-30,NA,2020-03-23,NA,"0",2020-04-18,2020-04-18,1,1,2020-03-16,NA,2020-03-16,NA,2020-03-16,NA,2020-03-16,NA,NA,2020-03-16,NA,2020-03-26,"4/1/2020",2020-03-24,NA,2020-01-01,1,1,0,0,"1",487.08,6042718,12406,"6,561","4.9","9","37.1","48,824",20849,90080,NA,1610,4402,586,NA,NA,NA,1361,"c052482913bfdbfd0b81e16788ea841449a11138","2020-04-29T20:00:00Z",1078,4402,110929,110929,110929,62,134,2408,736,3144,NA,NA,NA,NA,NA,NA,-52,-48,"MD",20849,985
2020-04-29,25,"Massachusetts",60265,3405,2020-03-10,2020-03-17,2020-03-23,2020-03-16,2020-03-24,NA,2020-03-24,NA,"0",2020-05-06,2020-05-06,1,0,2020-03-17,NA,2020-03-24,NA,2020-03-24,NA,2020-04-20,2020-04-20,NA,2020-03-24,NA,2020-03-26,"3/11/2020",2020-03-18,NA,2020-03-18,1,1,0,0,"1",653.98,6902149,10554,"18,471","4.8","10","34.6","56,961",60265,205353,NA,3856,5758,1011,NA,NA,NA,NA,"e82edc3809a3f02a95cf9da2b663d7837bb7f6d8","2020-04-29T20:00:00Z",3405,5758,265618,265618,265618,252,243,9155,1963,11118,NA,NA,NA,NA,NA,NA,-66,-55,"MA",60265,3405
2020-04-29,26,"Michigan",40399,3670,2020-03-10,2020-03-16,2020-03-24,2020-03-14,2020-03-24,NA,2020-03-24,NA,"1",NA,NA,1,0,2020-03-16,NA,2020-03-16,NA,2020-03-16,NA,NA,2020-03-20,NA,2020-03-28,NA,2020-04-06,"0",2020-03-21,NA,2020-01-01,1,1,1,1,"1",103.36,9995915,96714,"8,575","5.3","14.1","41.2","96,231",40399,131953,NA,2498,NA,997,NA,778,NA,8342,"ea630b8c2bbae617ee7a14d6e46f8637cdfb8f2c","2020-04-29T20:00:00Z",3670,NA,172352,172352,172352,103,0,6410,1137,7547,NA,NA,NA,NA,NA,NA,-62,-54,"MI",40360,3670
2020-04-29,27,"Minnesota",4644,319,2020-03-13,2020-03-18,NA,2020-03-16,2020-03-28,NA,2020-03-28,2020-04-27,"0",NA,NA,1,1,2020-03-17,NA,2020-03-17,NA,2020-03-17,NA,2020-03-24,2020-03-24,NA,NA,NA,2020-03-27,"3/20/2020",2020-03-23,NA,2020-04-06,0,1,1,0,"0",64.54,5611179,86936,"7,977","3.4","9.6","33.9","43,078",4644,62100,NA,320,950,119,337,NA,NA,2043,"94d1714f8df5eff2a1689eb75a6864979562745e","2020-04-29T20:00:00Z",319,950,66744,66744,66744,18,38,2452,463,2915,NA,NA,NA,NA,NA,NA,-45,-41,"MN",4644,319
2020-04-29,28,"Mississippi",6569,250,2020-03-14,2020-03-20,NA,2020-03-24,2020-04-03,2020-04-27,2020-04-03,2020-04-27,"0",NA,NA,1,1,2020-03-24,NA,2020-03-24,NA,2020-03-24,NA,NA,2020-04-01,NA,2020-03-19,NA,2020-03-23,"3/24/2020",2020-03-19,2020-04-24,2020-03-21,1,1,0,0,"0",61.66,2986530,48432,"1,184","7.1","19.7","42.5","31,741",6569,59525,NA,677,1126,151,NA,69,NA,3413,"5f4f2803f0efbcb0aac7c2b4a683e5f5dd2f167b","2020-04-29T20:00:00Z",250,1126,66094,66094,66094,11,38,1455,227,1682,NA,NA,NA,NA,NA,NA,-39,-38,"MS",6569,250
2020-04-29,29,"Missouri",7660,338,2020-03-13,2020-03-23,NA,2020-04-06,2020-04-06,2020-05-04,NA,NA,"1",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-25,"0",NA,NA,NA,1,1,0,0,"0",87.89,6126452,69707,"6,179","4.2","13.2","40.5","59,873",7425,69734,NA,891,NA,NA,NA,125,NA,NA,"c74b01298fd75e3c04f25cdc78baecc1abe544ad","2020-04-29T20:00:00Z",318,NA,77159,77159,77159,4,0,3534,122,3656,NA,NA,NA,NA,NA,NA,-43,-40,"MO",7426,331
2020-04-29,30,"Montana",451,16,2020-03-12,2020-03-16,NA,2020-03-15,2020-03-28,2020-04-26,2020-03-28,2020-04-27,"0",NA,NA,1,1,2020-03-20,2020-05-04,2020-03-20,NA,2020-03-20,NA,2020-03-30,2020-03-30,NA,2020-03-30,NA,2020-03-30,"0",NA,NA,2020-03-17,1,1,0,0,"0",7.22,1062305,147040,"1,357","3.5","13","39","9,905",451,13077,NA,5,61,NA,NA,NA,NA,382,"6b50b0f8f89117610c0f881cf5eb6ad75d66f990","2020-04-29T20:00:00Z",16,61,13528,13528,13528,1,0,337,0,337,NA,NA,NA,NA,NA,NA,-33,-22,"MT",451,16
2020-04-29,31,"Nebraska",3851,56,2020-03-13,2020-04-03,NA,NA,NA,NA,NA,NA,"0",NA,NA,1,1,2020-04-03,NA,2020-04-03,NA,2020-04-03,NA,2020-03-25,NA,NA,NA,NA,2020-04-02,"0",2020-04-03,2020-05-04,2020-03-17,1,1,0,0,"0",24.94,1929268,77348,"2365","3.5","11","36.6","16,217",3374,20257,NA,NA,NA,NA,NA,NA,NA,NA,"fca9c5cb2e5e35dc8ff93e2bf5b829a694e189ad","2020-04-29T20:00:00Z",55,NA,23631,23631,23631,0,0,10,16,26,NA,NA,NA,NA,NA,NA,-27,-28,"NE",3876,68
2020-04-29,32,"Nevada",4934,230,2020-03-12,2020-03-16,NA,NA,2020-03-31,NA,2020-03-21,NA,"0",NA,NA,0,1,2020-03-21,NA,2020-03-21,NA,2020-03-21,NA,2020-03-29,NA,NA,NA,NA,2020-04-07,"3/17/2020",NA,NA,2020-03-18,1,0,0,0,"1",27.44,3034392,110572,"7,169","5.6","12.9","36.1","23,902",4898,36130,NA,NA,NA,NA,NA,NA,NA,100,"071849e66083154e0f0b2a5ef48c60d5b0d1725a","2020-04-29T20:00:00Z",230,NA,41028,41028,41028,11,0,816,93,909,NA,NA,NA,NA,NA,NA,-60,-50,"NV",4934,237
2020-04-29,33,"New Hampshire",2058,60,2020-03-13,2020-03-16,NA,2020-03-15,2020-03-28,NA,2020-03-28,NA,"0",NA,NA,1,1,2020-03-16,NA,2020-03-27,NA,2020-03-28,NA,2020-03-17,2020-03-17,NA,2020-03-17,NA,2020-03-23,"0",NA,NA,2020-03-17,0,1,1,0,"0",145.09,1356458,9349,"1,396","3.6","7.6","40.5","12,203",2010,18736,81,106,249,NA,NA,NA,NA,936,"3e284556ede802ab72599dc1af456ed050e74adf","2020-04-29T20:00:00Z",60,249,20827,20746,20746,0,3,529,72,601,NA,NA,NA,NA,NA,NA,-60,-44,"NH",2054,66
2020-04-29,34,"New Jersey",116365,6771,2020-03-09,2020-03-18,2020-03-18,NA,2020-03-21,NA,2020-03-21,NA,"0",2020-04-08,2020-04-08,1,1,2020-03-16,NA,2020-03-16,NA,2020-03-16,NA,NA,2020-03-19,2020-04-24,2020-04-13,NA,2020-03-23,"0",2020-03-27,NA,2020-01-01,1,1,1,0,"1",1021.27,8908520,8723,"8,862","4.9","9.5","34.6","73,155",116264,125054,617,6289,NA,1811,NA,1327,NA,15642,"3de865bb392cd949d7249dfb9aea81ab607418df","2020-04-29T20:00:00Z",6770,NA,241935,241318,241318,328,0,4551,2408,6959,NA,NA,NA,NA,NA,NA,-59,-48,"NJ",116264,6770
2020-04-29,35,"New Mexico",3213,112,2020-03-11,2020-03-16,NA,2020-03-13,2020-03-24,NA,2020-03-24,NA,"1",NA,NA,0,0,2020-03-19,NA,2020-03-19,NA,2020-03-19,NA,NA,2020-03-24,NA,2020-03-19,NA,2020-03-23,"0",2020-03-27,NA,NA,1,1,0,0,"0",17.23,2095428,121590,"3,241","6.1","19.5","39.4","18,365",2974,58771,NA,157,509,NA,NA,NA,NA,705,"19816f1b53e3656092662a886bf6da523598162e","2020-04-29T20:00:00Z",110,509,61745,61745,61745,6,28,2791,151,2942,NA,NA,NA,NA,NA,NA,-49,-39,"NM",3213,112
2020-04-29,36,"New York",299691,23477,2020-03-07,2020-03-18,NA,2020-03-13,2020-03-22,NA,2020-03-22,NA,"1",2020-04-17,2020-04-17,1,0,2020-03-16,NA,2020-03-16,NA,2020-03-16,NA,2020-03-22,2020-03-22,NA,2020-03-13,2020-03-21,2020-03-26,"3/16/2020",2020-03-20,NA,2020-03-12,0,0,1,0,"0",358.21,19542209,54555,"92,091","5","13.6","36.9","154,358",299691,572790,NA,12159,65397,NA,NA,NA,NA,53238,"8d7df6e55c12008e55e61a3fb35f2fdf54a851bc","2020-04-29T20:00:00Z",18015,65397,872481,872481,872481,377,1079,22902,4585,27487,NA,NA,NA,NA,NA,NA,-66,-58,"NY",299722,18015
2020-04-29,37,"North Carolina",10180,382,2020-03-10,2020-03-16,NA,2020-03-23,2020-03-30,NA,2020-03-30,NA,"1",NA,NA,1,1,2020-03-17,NA,2020-03-25,NA,2020-03-25,NA,NA,NA,NA,2020-03-19,NA,2020-03-23,"0",NA,NA,2020-03-17,1,1,0,0,"0",192.94,10383620,53819,"9,314","5","14","39","90,465",9948,108492,NA,551,NA,NA,NA,NA,NA,NA,"2c107d80a39f8b66f62dd4f2bbf337c3ff26a93d","2020-04-29T20:00:00Z",354,NA,118440,118440,118440,12,0,5308,380,5688,NA,NA,NA,NA,NA,NA,-50,-41,"NC",9947,366
