"date","fips","state","cases","deaths","State.of.emergency","Date.closed.K.12.schools","Closed.day.cares","Date.banned.visitors.to.nursing.homes","Stay.at.home..shelter.in.place","End.relax.stay.at.home.shelter.in.place","Closed.non.essential.businesses","Reopen.businesses","Religious.Gatherings.Exempt.Without.Clear.Social.Distance.Mandate.","Mandate.face.mask.use.by.all.individuals.in.public.spaces","Mandate.face.mask.use.by.employees.in.essential.businesses","Alcohol.Liquor.Stores.Open","Keep.Firearms.Sellers.Open","Closed.restaurants.except.take.out","Reopen.restaurants","Closed.gyms","Repened.gyms","Closed.movie.theaters","Reopened.movie.theaters","Stop.Initiation.of.Evictions.overall.or.due.to.COVID.related.issues","Stop.enforcement.of.evictions.overall.or.due.to.COVID.related.issues","Renter.grace.period.or.use.of.security.deposit.to.pay.rent","Order.freezing.utility.shut.offs","Froze.mortgage.payments","Modify.Medicaid.requirements.with.1135.waivers..date.of.CMS.approval.","Reopened.ACA.enrollment.using.a.special.enrollment.period","Suspended.elective.medical.dental.procedures","Resumed.elective.medical.procedures","Waived.one.week.waiting.period.for.unemployment.insurance","Waive.work.search.requirement.for.unemployment.insurance","Expand.eligibility.of.unemployment.insurance.to.anyonewho.is.quarantined.and.or.taking.care.of.someone.who.is.quarantined","Expand.eligibility.of.unemployment.insurance.to.those.who.have.lost.childcare.school.closures","Extend.the.amount.of.time.an.individual.can.be.on.unemployment.insurance","Paid.sick.leave","Population.density.per.square.miles","Population.2018","Square.Miles","Number.Homeless..2019.","Percent.Unemployed..2018.","Percent.living.under.the.federal.poverty.line..2018.","Percent.at.risk.for.serious.illness.due.to.COVID","All.cause.deaths.2016","positive","negative","pending","hospitalizedCurrently","hospitalizedCumulative","inIcuCurrently","inIcuCumulative","onVentilatorCurrently","onVentilatorCumulative","recovered.ctp","hash","dateChecked","deaths.ctp","hospitalized","total","totalTestResults","posNeg","deathIncrease","hospitalizedIncrease","negativeIncrease","positiveIncrease","totalTestResultsIncrease","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","percentchangehours","percentchangebusinesses","ST","cases.nyt","deaths.nyt"
2020-04-12,41,"Oregon",1527,52,2020-03-08,2020-03-16,2020-03-25,NA,2020-03-23,NA,NA,NA,"0",NA,NA,1,1,2020-03-17,NA,2020-03-24,NA,2020-03-24,NA,2020-04-01,2020-03-22,NA,NA,NA,2020-03-25,"0",2020-03-18,2020-05-01,NA,1,1,1,0,"1",42.6,4190713,98379,"15,876","5","12.6","39.8","35,778",1527,28231,NA,295,359,81,NA,52,NA,NA,"343ee0136caa7bac5fbaee7bd25ebc6d63b83179","2020-04-12T20:00:00Z",52,359,29758,29758,29758,4,21,2378,156,2534,-56,-24,5,-45,-41,10,-73,-62,"OR",1527,52
2020-04-12,42,"Pennsylvania",22938,557,2020-03-06,2020-03-16,2020-03-17,2020-03-17,2020-04-01,NA,2020-03-19,NA,"1",2020-04-19,2020-04-19,1,1,2020-03-17,NA,2020-03-19,NA,2020-03-19,NA,2020-03-18,2020-03-18,NA,2020-03-13,NA,2020-03-27,"0",2020-03-20,2020-04-27,2020-03-27,1,1,0,0,"0",278.09,12807060,46054,"13,199","4.9","12.2","39.8","133,040",22833,102057,NA,2097,NA,NA,NA,649,NA,NA,"07324fe7599e52f854acb0b27a19898fd30f90df","2020-04-12T20:00:00Z",507,NA,124890,124890,124890,13,0,3559,1178,4737,-70,-47,31,-55,-46,12,-83,-75,"PA",22955,525
2020-04-12,44,"Rhode Island",2665,63,2020-03-09,2020-03-16,2020-03-16,2020-03-13,2020-03-28,NA,2020-03-30,NA,"0",2020-04-18,2020-04-18,1,1,2020-03-17,NA,2020-03-23,NA,2020-03-23,NA,2020-03-19,NA,NA,2020-03-16,NA,2020-03-25,"3/14/2020",NA,NA,2020-03-08,0,1,1,0,"1",684.35,1057315,1545,"1,055","5.5","12.9","38.3","9,735",2665,17685,NA,201,NA,50,NA,26,NA,35,"d847efc166112ef05e650276fcb510a617db4ddb","2020-04-12T20:00:00Z",63,NA,20350,20350,20350,7,0,1827,316,2143,-63,-45,11,-67,-43,13,-82,-69,"RI",2665,63
2020-04-12,45,"South Carolina",3320,82,2020-03-13,2020-03-16,NA,2020-03-15,2020-04-07,NA,2020-04-01,2020-04-20,"0",NA,NA,1,1,2020-03-18,NA,2020-04-01,NA,2020-04-01,NA,2020-03-17,NA,NA,2020-03-18,NA,2020-03-30,"0",NA,NA,2020-03-19,1,0,0,0,"0",158.78,5084127,32020,"4,172","5.3","15.3","41.4","48,130",3319,28106,NA,NA,496,NA,NA,NA,NA,NA,"044250266baeb0dc046c839a6fea392ad5d6fd48","2020-04-12T20:00:00Z",82,496,31425,31425,31425,2,0,1220,112,1332,-64,-39,-56,-52,-46,12,-81,-71,"SC",3319,82
2020-04-12,46,"South Dakota",730,6,2020-03-13,2020-03-16,NA,NA,NA,NA,NA,NA,"0",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-24,"0",2020-03-23,NA,NA,1,1,1,0,"0",11.44,882235,77116,"995","3","13.1","35.3","7,845",730,7823,0,NA,43,NA,NA,NA,NA,197,"62f16b2fc12b94655a06c6ad9a65d192f8932a5b","2020-04-12T20:00:00Z",6,43,8553,8553,8553,0,10,445,104,549,-73,-50,-40,-56,-44,13,-69,-60,"SD",730,6
2020-04-12,47,"Tennessee",5508,106,2020-03-12,2020-03-20,NA,2020-03-23,2020-04-02,NA,2020-04-01,NA,"1",NA,NA,1,1,2020-03-23,NA,2020-03-23,NA,2020-03-23,NA,NA,NA,NA,2020-03-31,NA,2020-03-30,"0",2020-03-24,2020-05-01,2020-03-19,1,1,1,0,"0",160.64,6770010,42144,"7467","5.5","15.3","41.6","67,857",5308,65369,NA,NA,567,NA,NA,NA,NA,1504,"4d9171393648095a093ae412c55c5ab9fac65158","2020-04-12T20:00:00Z",101,567,70677,70677,70677,0,11,3655,194,3849,-65,-43,-61,-53,-47,13,-81,-71,"TN",5144,107
2020-04-12,48,"Texas",13677,283,2020-03-13,2020-03-23,NA,2020-03-21,NA,2020-04-27,2020-03-31,NA,"1",NA,NA,1,1,2020-03-21,2020-05-01,2020-03-21,NA,2020-03-31,2020-05-01,NA,2020-03-19,NA,2020-03-26,NA,2020-03-30,"0",2020-03-22,2020-04-21,2020-03-17,1,1,0,0,"0",106.86,28701845,268596,"25,848","4.9","14.9","34.8","191,966",13484,111049,NA,1338,NA,NA,NA,NA,NA,2014,"3ae759108fcc149585565c0d6c9c9aa338cf0c50","2020-04-12T20:00:00Z",271,NA,124533,124533,124533,17,0,3077,923,4000,-57,-38,-53,-53,-43,13,-70,-60,"TX",13776,288
2020-04-12,49,"Utah",2303,18,2020-03-06,2020-03-16,NA,2020-04-01,NA,NA,NA,NA,"0",NA,NA,1,1,2020-03-19,2020-05-01,NA,2020-05-01,NA,2020-05-01,NA,2020-04-01,NA,NA,NA,2020-04-10,"0",2020-03-25,2020-04-22,NA,0,1,0,0,"0",37.23,3161105,84897,"2,798","3.2","9","30","17,913",2303,41931,NA,NA,195,NA,NA,NA,NA,NA,"2ed0a5b83fb1172a55311e320b688ef899102994","2020-04-12T20:00:00Z",18,195,44234,44234,44234,0,5,1591,97,1688,-54,-31,12,-51,-45,10,-71,-60,"UT",2303,18
2020-04-12,5,"Arkansas",1280,27,2020-03-11,2020-03-17,NA,2020-03-13,NA,NA,NA,NA,"0",NA,NA,1,1,2020-03-19,NA,2020-03-20,NA,NA,NA,NA,NA,NA,2020-04-10,NA,2020-04-02,"0",2020-04-03,2020-04-27,2020-03-17,1,1,0,0,"0",56.67,3013825,53179,"2,717","4.5","17.2","43.5","31,756",1280,18442,NA,74,130,NA,43,30,39,367,"6c7bd80088061ed07c0e558496324807bfdba9e0","2020-04-12T20:00:00Z",27,130,19722,19722,19722,3,0,1090,54,1144,-53,-29,-27,-39,-36,10,-79,-62,"AR",1280,27
2020-04-12,50,"Vermont",727,27,2020-03-13,2020-03-18,2020-03-18,2020-03-13,2020-03-25,NA,2020-03-25,2020-04-27,"0",NA,2020-04-17,1,1,2020-03-17,NA,2020-03-23,NA,2020-03-25,NA,NA,NA,NA,2020-03-27,NA,2020-03-30,"3/20/2020",2020-03-20,NA,2020-03-13,1,1,1,0,"1",65.13,626299,9616,"1,089","3.8","11","39.1","5,909",727,9114,NA,34,NA,NA,NA,NA,NA,15,"317bf42eca48bc513b07ec021dbb66bbe8228721","2020-04-12T20:00:00Z",27,NA,9841,9841,9841,2,0,567,16,583,-75,-55,17,-72,-48,11,-90,-80,"VT",727,27
2020-04-12,51,"Virginia",5274,141,2020-03-12,2020-03-16,NA,NA,2020-03-30,NA,NA,NA,"0",NA,NA,1,1,2020-03-25,NA,2020-03-25,NA,2020-03-25,NA,NA,NA,NA,2020-03-16,NA,2020-03-23,"0",2020-03-25,2020-05-01,2020-03-17,1,1,1,0,"0",199.13,8517685,42775,"5,783","4.2","10.7","35.9","66,473",5274,34711,521,751,NA,734,NA,294,NA,NA,"95dbe378dabc930e6bef597168fd0fea0642bed1","2020-04-12T20:00:00Z",141,NA,40506,39985,39985,11,0,1789,197,1986,-59,-29,-8,-59,-44,12,-70,-61,"VA",5274,141
2020-04-12,53,"Washington",10609,506,2020-02-29,2020-03-17,NA,2020-03-16,2020-03-23,NA,2020-03-25,NA,"0",NA,NA,1,0,2020-03-16,NA,2020-03-16,NA,2020-03-16,NA,2020-03-18,2020-03-18,NA,2020-03-18,NA,2020-03-19,"3/10/2020",2020-03-19,2020-04-29,2020-03-18,1,1,0,0,"1",105.69,7535591,71298,"21577","4.3","10.3","35.1","54,769",10398,119533,NA,642,NA,191,NA,NA,NA,NA,"fc1ca69028b5c2ccee29105887f7f16266458b3f","2020-04-12T20:00:00Z",509,NA,129931,129931,129931,15,0,1297,236,1533,-56,-27,3,-51,-43,11,-73,-61,"WA",10411,511
2020-04-12,54,"West Virginia",593,6,2020-03-16,2020-03-16,2020-03-26,NA,2020-03-24,NA,2020-03-24,NA,"1",NA,NA,1,1,2020-03-18,NA,2020-03-19,NA,2020-03-24,NA,NA,NA,NA,NA,NA,2020-03-30,"0",2020-04-01,2020-04-20,2020-03-19,1,1,0,0,"0",74.53,1805832,24230,"1,397","5.8","17.8","49.3","22,732",611,15646,NA,81,NA,36,NA,24,NA,83,"e1c4f53acb2ff1cdc76c7f0b1b69d8d4853c6b69","2020-04-12T20:00:00Z",8,NA,16257,16257,16257,3,0,771,34,805,-62,-37,2,-40,-37,9,-85,-79,"WV",615,8
2020-04-12,55,"Wisconsin",3341,144,2020-03-12,2020-03-19,NA,NA,2020-03-25,NA,2020-03-25,NA,"0",NA,NA,1,1,2020-03-17,NA,2020-03-25,NA,2020-03-25,NA,2020-03-27,2020-03-27,NA,2020-03-22,NA,2020-04-20,"0",NA,NA,NA,1,1,1,0,"0",88.76,5813568,65496,"4,538","3.2","11","36.5","51,815",3341,35916,NA,442,974,179,261,NA,NA,NA,"b6c52db7f98867be6533207bd5925f1d2606039d","2020-04-12T20:00:00Z",144,974,39257,39257,39257,7,24,1236,128,1364,-70,-43,-1,-50,-43,12,-78,-66,"WI",3341,145
2020-04-12,56,"Wyoming",270,0,2020-03-13,2020-03-19,2020-03-19,NA,NA,NA,NA,2020-04-28,"0",NA,2020-05-01,1,1,2020-03-19,NA,2020-03-19,2020-04-28,2020-03-19,NA,NA,NA,NA,NA,NA,2020-03-27,"0",NA,NA,2020-01-01,1,0,0,0,"0",5.91,577737,97813,"548","3.9","11.1","36.4","4,722",261,5198,NA,NA,40,NA,NA,NA,NA,137,"2a6cd1a98f43d43820dfb2d7cb95355af66c516b","2020-04-12T20:00:00Z",0,40,5459,5459,5459,0,3,0,0,0,-64,-43,-49,-40,-40,12,-79,-57,"WY",270,0
2020-04-12,6,"California",22795,640,2020-03-04,NA,NA,NA,2020-03-19,NA,2020-03-19,NA,"0",NA,NA,1,0,2020-03-19,NA,2020-03-19,NA,2020-03-19,NA,2020-03-27,NA,NA,2020-04-02,NA,2020-03-23,"3/20/2020",2020-03-19,2020-04-22,2020-03-12,1,1,0,0,"1",241.65,39557045,163695,"151,278","5.5","12.8","33.3","262,240",21794,168534,13200,5234,NA,1539,NA,NA,NA,NA,"5838b65659424b8a88297f99ccedb9b0e03fcd2e","2020-04-12T20:00:00Z",651,NA,203528,190328,190328,42,0,15930,2322,18252,-62,-34,-55,-58,-44,16,-74,-60,"CA",23323,676
2020-04-12,66,"Guam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,693,NA,13,NA,2,NA,2,NA,58,"4ec282f20356475c9133bfb60102022c15aad197","2020-04-12T20:00:00Z",5,NA,826,826,826,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"GU",716,5
2020-04-12,72,"Puerto Rico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-93,-87,"PR",897,44
2020-04-12,72,"Puerto Rico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,897,5819,1251,NA,NA,NA,NA,NA,NA,NA,"7ca4fd5cd8955f51e2f92c346c060be1f0a2967c","2020-04-12T20:00:00Z",44,NA,7967,6716,6716,2,0,236,109,345,NA,NA,NA,NA,NA,NA,NA,NA,"PR",897,44
2020-04-12,78,"Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,299,20,3,NA,NA,NA,NA,NA,43,"75a5e96c1cb0af90daf332a0e1ad218b519c6ccb","2020-04-12T20:00:00Z",1,NA,370,350,350,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"VI",51,1
2020-04-12,8,"Colorado",7307,289,2020-03-11,2020-03-23,NA,2020-03-12,2020-03-26,2020-04-27,2020-03-26,2020-05-01,"1",NA,2020-04-23,1,1,2020-03-17,NA,2020-03-17,NA,2020-03-17,NA,NA,NA,NA,2020-03-20,NA,2020-03-26,"3/20/2020",2020-03-23,2020-04-27,2020-03-20,0,0,0,0,"0",54.72,5695564,104094,"9,619","3.9","9.6","31.3","37,530",6893,27980,NA,822,1376,NA,NA,NA,NA,NA,"0fa95fe61d44d2f0fa042d032b241cb63b065710","2020-04-12T20:00:00Z",274,1376,34873,34873,34873,24,64,1837,383,2220,-69,-45,-68,-69,-49,15,-75,-64,"CO",7303,290
2020-04-12,9,"Connecticut",12035,554,2020-03-10,2020-03-17,NA,2020-03-09,NA,NA,2020-03-23,NA,"0",2020-04-20,2020-04-03,1,1,2020-03-16,NA,2020-03-16,NA,2020-03-16,NA,2020-04-10,2020-03-20,2020-04-10,2020-03-12,NA,2020-03-27,"3/19/2020",NA,NA,2020-01-01,1,0,1,0,"1",644.54,3572665,5543,"3,033","5.5","10.4","36","30,543",12035,29185,NA,1654,NA,NA,NA,NA,NA,NA,"b380ea3514025b20c074c69d84faaec7884c8c82","2020-04-12T20:00:00Z",554,NA,41220,41220,41220,60,0,864,525,1389,-65,-50,25,-62,-45,13,-83,-70,"CT",12035,554
2020-04-13,1,"Alabama",3734,99,2020-03-13,2020-03-18,2020-03-20,2020-03-19,2020-04-04,2020-04-30,2020-03-28,2020-04-30,"0",NA,NA,1,1,2020-03-19,NA,2020-03-28,NA,2020-03-28,NA,NA,2020-04-03,NA,NA,NA,2020-03-23,"0",2020-03-19,2020-04-30,2020-03-16,1,1,0,0,"0",93.24,4887871,52420,"3,261","5.6","16.8","43.1","52,466",3734,25448,NA,NA,457,NA,189,NA,119,NA,"fa960b1ff153c2babf5a49ba770f497397565eba","2020-04-13T20:00:00Z",99,457,29182,29182,29182,6,20,7390,209,7599,-31,-11,-3,-29,-41,15,-48,-41,"AL",3805,104
2020-04-13,10,"Delaware",1758,41,2020-03-13,2020-03-16,2020-04-06,NA,2020-03-24,NA,2020-03-24,NA,"1",NA,NA,1,1,2020-03-16,NA,2020-03-19,NA,2020-03-19,NA,2020-03-24,2020-03-24,NA,2020-03-24,NA,2020-03-27,"0",NA,NA,NA,1,1,1,1,"0",388.58,967171,2489,"921","5.7","12.5","41.3","8,874",1625,10195,NA,201,NA,NA,NA,NA,NA,213,"f7f84986055ab03b462b21ea11cc6ea24aacf9c7","2020-04-13T20:00:00Z",35,NA,11820,11820,11820,2,0,571,146,717,-50,-33,-44,-61,-53,23,-62,-47,"DE",1761,41
2020-04-13,11,"District of Columbia",1955,52,2020-03-11,2020-03-16,NA,NA,2020-04-01,NA,2020-03-25,NA,"0",2020-04-15,2020-04-15,1,0,2020-03-16,NA,2020-03-17,NA,2020-03-17,NA,NA,2020-03-15,NA,2020-03-17,NA,2020-04-03,"4/6/2020",NA,NA,NA,1,1,0,0,"1",11496.81,702455,61.1,"6521","7.5","16.2","31.8","5,037",1955,8979,NA,295,NA,95,NA,31,NA,507,"ef361e87bc64c70ef055a6e97fa41b9f0da370ed","2020-04-13T20:00:00Z",53,NA,10934,10934,10934,3,0,214,80,294,-67,-41,-70,-79,-71,30,-75,-58,"DC",1955,52
2020-04-13,12,"Florida",21019,499,2020-03-09,2020-03-17,NA,2020-03-15,2020-04-03,NA,NA,NA,"1",NA,NA,1,1,2020-03-20,NA,2020-03-20,NA,2020-03-20,NA,2020-04-02,2020-04-02,NA,NA,NA,2020-03-16,"0",2020-03-20,NA,2020-03-31,1,1,0,0,"0",323.9,21299325,65758,"28,328","5.2","13.6","42.1","197,313",20601,175606,1789,NA,2833,NA,NA,NA,NA,NA,"5fe41e1e2a1be283194c989166518cf5d80303ee","2020-04-13T20:00:00Z",483,2833,197996,196207,196207,18,61,12208,1246,13454,-47,-24,-53,-59,-47,19,-56,-46,"FL",21011,498
2020-04-13,13,"Georgia",13315,465,2020-03-14,2020-03-18,NA,2020-04-03,2020-04-03,2020-05-01,NA,2020-05-01,"0",NA,NA,1,1,2020-04-03,2020-04-27,2020-04-03,2020-04-24,2020-04-03,2020-04-27,NA,NA,NA,NA,NA,2020-04-01,"0",NA,2020-04-20,2020-01-01,1,1,1,1,"0",177.02,10519475,59425,"10,443","4.8","14.3","36.2","81,428",13315,43706,NA,NA,2589,NA,NA,NA,NA,NA,"d0deb48e89f93932727868c6d10d2f651f8efc64","2020-04-13T20:00:00Z",464,2589,57021,57021,57021,31,84,1705,863,2568,-38,-16,-6,-52,-48,18,-51,-43,"GA",13125,479
2020-04-13,15,"Hawaii",504,9,2020-03-04,2020-03-16,NA,2020-03-17,2020-03-25,NA,2020-03-25,NA,"0",2020-04-16,2020-04-16,1,1,2020-03-17,NA,NA,NA,2020-03-17,NA,2020-04-16,2020-03-17,NA,NA,NA,2020-03-26,"0",2020-04-16,NA,2020-03-16,1,0,1,0,"0",129.94,1420491,10932,"6,412","3.8","8.8","39.1","10,913",499,18345,NA,NA,44,NA,6,NA,2,310,"54e5a0f2d498944226791b8f435fce69e44256e0","2020-04-13T20:00:00Z",9,44,18844,18844,18844,1,0,863,13,876,-55,-33,-68,-68,-50,22,-74,-60,"HI",502,9
2020-04-13,16,"Idaho",1426,27,2020-03-13,2020-03-23,NA,NA,2020-03-25,2020-05-01,2020-03-25,2020-05-01,"0",NA,NA,1,1,2020-03-25,NA,2020-03-25,NA,2020-03-25,NA,NA,NA,NA,NA,NA,2020-03-26,"0",NA,NA,2020-03-27,1,1,0,0,"0",20.99,1754208,83569,"2,315","4","11.8","36.2","13,366",1426,13455,NA,NA,132,NA,38,NA,NA,NA,"3734e946519c646c233e93adb5afa4fe1e45abcc","2020-04-13T20:00:00Z",27,132,14881,14881,14881,0,1,554,19,573,-33,-12,52,-32,-39,13,-36,-35,"ID",1453,33
2020-04-13,17,"Illinois",22025,798,2020-03-09,2020-03-17,2020-03-23,NA,2020-03-21,NA,2020-03-21,NA,"0",2020-05-01,2020-05-01,1,1,2020-03-16,NA,2020-03-21,NA,2020-03-21,NA,NA,2020-03-21,NA,2020-03-18,NA,2020-03-23,"0",NA,2020-05-11,2020-03-16,1,1,1,0,"0",220,12741080,57914,"10,199","5.5","12.1","36.2","107,020",22025,83743,NA,3680,NA,1166,NA,821,NA,NA,"77d9c32803a4b81b867134206c0118eccce7c35f","2020-04-13T20:00:00Z",794,NA,105768,105768,105768,74,0,3860,1173,5033,-46,-19,-31,-56,-52,21,-63,-52,"IL",22025,800
2020-04-13,18,"Indiana",8359,350,2020-03-06,2020-03-19,NA,NA,2020-03-25,NA,2020-03-25,NA,"0",NA,NA,1,1,2020-03-16,NA,2020-03-24,NA,2020-03-25,NA,2020-03-19,NA,NA,2020-03-19,NA,2020-03-25,"0",2020-03-16,2020-04-27,2020-03-26,1,1,1,0,"0",183.74,6691878,36420,"5,471","4.4","13.1","39.9","63,473",8236,36303,NA,NA,NA,740,NA,459,NA,NA,"923393ceb4fd69f45c83176518953b957dc59e39","2020-04-13T20:00:00Z",350,NA,44539,44539,44539,7,0,1742,308,2050,-39,-17,-10,-31,-47,19,-53,-45,"IN",8236,350
2020-04-13,19,"Iowa",1710,41,2020-03-09,2020-04-02,NA,NA,NA,NA,2020-03-26,NA,"0",NA,NA,1,1,2020-03-17,NA,2020-03-17,NA,2020-03-17,NA,2020-03-19,2020-03-19,NA,2020-03-27,NA,2020-03-25,"0",2020-03-27,2020-04-27,2020-01-01,1,1,1,0,"0",56.09,3156145,56273,"2,315","3.6","11.2","36.9","29,538",1710,16986,NA,142,NA,70,NA,41,NA,741,"8d7ec2ae1e1870221675951d652464cfc0a22796","2020-04-13T20:00:00Z",43,NA,18696,18696,18696,2,0,981,123,1104,-40,-8,8,-31,-40,18,-45,-39,"IA",1710,44
2020-04-13,2,"Alaska",277,8,2020-03-11,2020-03-16,NA,NA,2020-03-28,NA,2020-03-28,2020-04-24,"0",NA,NA,1,1,2020-03-18,2020-04-24,2020-03-18,NA,2020-03-18,NA,2020-03-23,NA,NA,2020-04-09,NA,2020-04-02,"0",2020-03-19,2020-04-20,2020-03-26,1,1,1,0,"0",1.11,737438,665384,"1,907","6.8","10.9","32.8","4,494",277,7553,NA,NA,32,NA,NA,NA,NA,85,"67560e7c63366eea20aa9e68ec2f1d41b712ce9a","2020-04-13T20:00:00Z",8,32,7830,7830,7830,0,1,-213,5,-208,-36,-15,5,-51,-43,17,-52,-34,"AK",275,6
2020-04-13,20,"Kansas",1390,62,2020-03-12,2020-03-17,NA,NA,2020-03-30,NA,NA,NA,"1",NA,NA,1,1,NA,NA,NA,NA,NA,NA,2020-03-23,NA,NA,2020-03-16,NA,2020-03-24,"0",NA,NA,2020-03-31,1,0,0,1,"0",35.39,2911505,82278,"2,381","3.8","12","38","26,245",1376,12488,NA,NA,309,NA,NA,NA,NA,NA,"d1e24b154340c63d12d49325cd6925ef2b57c9da","2020-04-13T20:00:00Z",62,309,13864,13864,13864,6,11,572,39,611,-40,-17,5,-30,-44,18,-45,-36,"KS",1383,63
2020-04-13,21,"Kentucky",2018,113,2020-03-06,2020-03-16,2020-03-23,NA,NA,NA,2020-03-26,NA,"0",NA,NA,1,1,2020-03-16,NA,2020-03-18,NA,2020-03-18,NA,2020-04-01,2020-03-25,NA,2020-03-16,NA,2020-03-25,"0",2020-03-18,2020-05-06,2020-03-16,1,1,0,0,"0",110.58,4468402,40408,"4,079","5.2","16.9","43.6","47,827",1963,23903,NA,289,667,136,256,NA,NA,607,"68d8821e644d265098d60ae69248fa3f4ccec80b","2020-04-13T20:00:00Z",97,667,25866,25866,25866,3,208,1176,123,1299,-37,-13,-16,-39,-46,19,-51,-48,"KY",2048,106
2020-04-13,22,"Louisiana",21016,884,2020-03-11,2020-03-13,NA,2020-03-12,2020-03-23,NA,2020-03-23,NA,"0",NA,NA,1,1,2020-03-17,NA,2020-03-17,NA,2020-03-17,NA,NA,NA,NA,2020-03-13,NA,2020-03-23,"0",2020-03-18,2020-04-27,2020-03-13,1,1,1,0,"0",88.97,4659978,52378,"2,941","6.4","18.6","42.1","44,306",21016,87075,NA,2134,NA,NA,NA,461,NA,NA,"41f0e163c98a2af797eedef51a39016330e66076","2020-04-13T20:00:00Z",884,NA,108091,108091,108091,44,0,3625,421,4046,-38,-14,-15,-45,-43,17,-55,-46,"LA",21016,884
2020-04-13,23,"Maine",698,19,2020-03-15,2020-04-02,NA,NA,2020-04-01,NA,2020-03-25,NA,"0",2020-05-01,2020-05-01,1,1,2020-03-18,NA,2020-03-25,NA,2020-03-25,NA,NA,2020-04-16,NA,2020-03-16,NA,2020-04-07,"0",NA,2020-05-01,2020-03-18,1,1,0,0,"0",37.83,1338404,35380,"2,106","3.5","11.6","42.5","14,182",698,11608,NA,22,124,NA,NA,NA,NA,273,"a49d6c928981fe2e87c948002d33bb30477dc086","2020-04-13T20:00:00Z",19,124,12306,12306,12306,0,4,5520,65,5585,-45,-16,-40,-54,-47,19,-55,-55,"ME",698,19
2020-04-13,24,"Maryland",8936,262,2020-03-05,2020-03-16,2020-03-30,2020-04-05,2020-03-30,NA,2020-03-23,NA,"0",2020-04-18,2020-04-18,1,1,2020-03-16,NA,2020-03-16,NA,2020-03-16,NA,2020-03-16,NA,NA,2020-03-16,NA,2020-03-26,"4/1/2020",2020-03-24,NA,2020-01-01,1,1,0,0,"1",487.08,6042718,12406,"6,561","4.9","9","37.1","48,824",8936,42815,NA,NA,1975,NA,NA,NA,NA,603,"f9a5a804498e6bd539f46271022967a0ecb0ed72","2020-04-13T20:00:00Z",262,1975,51751,51751,51751,27,115,1276,711,1987,-49,-31,-29,-62,-58,27,-60,-49,"MD",8936,262
2020-04-13,25,"Massachusetts",26867,844,2020-03-10,2020-03-17,2020-03-23,2020-03-16,2020-03-24,NA,2020-03-24,NA,"0",2020-05-06,2020-05-06,1,0,2020-03-17,NA,2020-03-24,NA,2020-03-24,NA,2020-04-20,2020-04-20,NA,2020-03-24,NA,2020-03-26,"3/11/2020",2020-03-18,NA,2020-03-18,1,1,0,0,"1",653.98,6902149,10554,"18,471","4.8","10","34.6","56,961",26794,95500,NA,3485,3485,NA,NA,NA,NA,NA,"16f08fcd47641c13aa2f6abcc5bcdb3660404b96","2020-04-13T20:00:00Z",1211,3485,122294,122294,122294,155,971,4037,1413,5450,-58,-40,-55,-77,-61,27,-69,-58,"MA",26867,844
